|articles/0001_Regieren ohne Zipfelmützen.txt| https://jungle.world/artikel/2018/04/regieren-ohne-zipfelmuetzen 2018-01-25 |Sebastian Weiermann| inland []
|articles/3117_Shopping immer,  rückwärts nimmer.txt| https://jungle.world/artikel/2018/04/shopping-immer-rueckwaerts-nimmer 2018-01-25 |Hans-Georg Schaefer| dschungel []
|articles/3118_Mit großem Knall zurück zum Kampf.txt| https://jungle.world/artikel/2018/04/mit-grossem-knall-zurueck-zum-kampf 2018-01-25 |David Graaff| ausland []
|articles/3119_Gelände für kollektive Experimente.txt| https://jungle.world/artikel/2018/04/gelaende-fuer-kollektive-experimente 2018-01-25 |Bernhard Schmid| ausland []
|articles/3120_Die Normalisierung des Ausnahmezustands.txt| https://jungle.world/artikel/2018/04/die-normalisierung-des-ausnahmezustands 2018-01-28 |René Thannhäuser| ausland []
|articles/3121_Zuckerrüben und blaue Bohnen.txt| https://jungle.world/artikel/2017/13/zuckerrueben-und-blaue-bohnen 2017-03-30 |Florian Edelmann| thema []
|articles/3122_Beliebter grüner Fleck.txt| https://jungle.world/artikel/2018/04/beliebter-gruener-fleck 2018-01-25 |Linda Schnepel| reportage []
|articles/3123_Mit Migranten gegen Migranten.txt| https://jungle.world/artikel/2017/13/mit-migranten-gegen-migranten 2017-03-30 |Roland Sieber| inland []
|articles/3124_Kulturkampf in Kanada.txt| https://jungle.world/artikel/2017/13/kulturkampf-kanada 2017-03-30 |Moritz Wichmann| ausland []
|articles/3125_Dein Telefon weiß, wie’s dir geht.txt| https://jungle.world/artikel/2018/04/dein-telefon-weiss-wies-dir-geht 2018-01-25 |Enno Park| seite-16 []
|articles/3126_»Der Reichtum wurde weiter konzentriert«.txt| https://jungle.world/artikel/2018/04/der-reichtum-wurde-weiter-konzentriert 2018-01-25 |Anton Landgraf| interview []
|articles/3127_Der Pakt macht Probleme.txt| https://jungle.world/artikel/2018/04/der-pakt-macht-probleme 2018-01-25 |Nis Melbye| ausland []
|articles/3128_Muslimbrüder  sind keine Genossen.txt| https://jungle.world/artikel/2017/13/muslimbrueder-sind-keine-genossen 2017-03-30 |Marcus Latton| inland []
|articles/3129_»Bei Bitcoin geht es weniger um Technologie als um Psychologie«.txt| https://jungle.world/artikel/2018/04/bei-bitcoin-geht-es-weniger-um-technologie-als-um-psychologie 2018-01-25 |Malte Voß| thema []
|articles/3130_Cyborgs sind  auch nur Menschen.txt| https://jungle.world/artikel/2017/13/cyborgs-sind-auch-nur-menschen 2017-03-30 |Enno Park| dschungel []
|articles/3131_Krank geworden, arm gemacht.txt| https://jungle.world/artikel/2017/13/krank-geworden-arm-gemacht 2017-03-30 |Karl Pfeifer| ausland []
|articles/3132_Ein kleiner Schritt ist besser als nichts.txt| https://jungle.world/artikel/2017/13/ein-kleiner-schritt-ist-besser-als-nichts 2017-03-30 |Enno Park| disko []
|articles/3133_Wespen im Dunkeln auf der Suche nach der verlorenen Zeit.txt| https://jungle.world/artikel/2017/13/wespen-im-dunkeln-auf-der-suche-nach-der-verlorenen-zeit 2017-03-30 |Paul Verlautenheide| dschungel []
|articles/3134_Shopping immer,  rückwärts nimmer.txt| https://jungle.world/artikel/2018/04/shopping-immer-rueckwaerts-nimmer 2018-01-25 |Hans-Georg Schaefer| dschungel []
|articles/3135_Mit großem Knall zurück zum Kampf.txt| https://jungle.world/artikel/2018/04/mit-grossem-knall-zurueck-zum-kampf 2018-01-25 |David Graaff| ausland []
|articles/3136_Gelände für kollektive Experimente.txt| https://jungle.world/artikel/2018/04/gelaende-fuer-kollektive-experimente 2018-01-25 |Bernhard Schmid| ausland []
|articles/3137_Die Normalisierung des Ausnahmezustands.txt| https://jungle.world/artikel/2018/04/die-normalisierung-des-ausnahmezustands 2018-01-28 |René Thannhäuser| ausland []
|articles/3138_Armdrücken um die Macht.txt| https://jungle.world/artikel/2017/13/armdruecken-um-die-macht 2017-03-30 |Marcus Latton| ausland []
|articles/3139_Beliebter grüner Fleck.txt| https://jungle.world/artikel/2018/04/beliebter-gruener-fleck 2018-01-25 |Linda Schnepel| reportage []
|articles/3140_In Zweifel löschen.txt| https://jungle.world/artikel/2017/13/zweifel-loeschen 2017-03-30 |Stefan Laurin| disko []
|articles/3141_Dein Telefon weiß, wie’s dir geht.txt| https://jungle.world/artikel/2018/04/dein-telefon-weiss-wies-dir-geht 2018-01-25 |Enno Park| seite-16 []
|articles/3142_»Der Reichtum wurde weiter konzentriert«.txt| https://jungle.world/artikel/2018/04/der-reichtum-wurde-weiter-konzentriert 2018-01-25 |Anton Landgraf| interview []
|articles/3143_Der Pakt macht Probleme.txt| https://jungle.world/artikel/2018/04/der-pakt-macht-probleme 2018-01-25 |Nis Melbye| ausland []
|articles/3144_Kunzelmanns Erben.txt| https://jungle.world/artikel/2017/13/kunzelmanns-erben 2017-03-30 |Martin Jander| thema []
|articles/3145_Der schönste linke Kleingarten.txt| https://jungle.world/artikel/2017/13/der-schoenste-linke-kleingarten 2017-03-30 |Roland Röder| inland []
|articles/3146_Der Brandbrief.txt| https://jungle.world/artikel/2017/13/der-brandbrief 2017-03-30 |Liselotte Kreuz| hotspot []
|articles/3147_»Bei Bitcoin geht es weniger um Technologie als um Psychologie«.txt| https://jungle.world/artikel/2018/04/bei-bitcoin-geht-es-weniger-um-technologie-als-um-psychologie 2018-01-25 |Malte Voß| thema []
|articles/3148_Die RAF – ein Bildungsmärchen.txt| https://jungle.world/artikel/2017/13/die-raf-ein-bildungsmaerchen 2017-03-30 |Oliver Tolmein| thema []
|articles/3149_Aufgewacht, ihr Penner, Wachstum schaffen!.txt| https://jungle.world/artikel/2017/13/aufgewacht-ihr-penner-wachstum-schaffen 2017-03-30 |Leo Fischer| dschungel []
|articles/3150_Shopping immer,  rückwärts nimmer.txt| https://jungle.world/artikel/2018/04/shopping-immer-rueckwaerts-nimmer 2018-01-25 |Hans-Georg Schaefer| dschungel []
|articles/3151_»Die Europäer haben das politische Denken verlernt«.txt| https://jungle.world/artikel/2017/13/die-europaeer-haben-das-politische-denken-verlernt 2017-03-30 |Conne Island, Roter Salon| dschungel []
|articles/3152_Anderthalb Minuten Terror.txt| https://jungle.world/artikel/2017/13/anderthalb-minuten-terror 2017-03-30 |Doerte Letzmann| ausland []
|articles/3153_Mit großem Knall zurück zum Kampf.txt| https://jungle.world/artikel/2018/04/mit-grossem-knall-zurueck-zum-kampf 2018-01-25 |David Graaff| ausland []
|articles/3154_Gelände für kollektive Experimente.txt| https://jungle.world/artikel/2018/04/gelaende-fuer-kollektive-experimente 2018-01-25 |Bernhard Schmid| ausland []
|articles/3155_Die Normalisierung des Ausnahmezustands.txt| https://jungle.world/artikel/2018/04/die-normalisierung-des-ausnahmezustands 2018-01-28 |René Thannhäuser| ausland []
|articles/3156_Asyl im »Goldenen Krug«.txt| https://jungle.world/artikel/2017/13/asyl-im-goldenen-krug 2017-03-30 |Tobias Prüwer| dschungel []
|articles/3157_Beliebter grüner Fleck.txt| https://jungle.world/artikel/2018/04/beliebter-gruener-fleck 2018-01-25 |Linda Schnepel| reportage []
|articles/3158_Tote brauchen  keine Entschädigung.txt| https://jungle.world/artikel/2017/13/tote-brauchen-keine-entschaedigung 2017-03-30 |Alexander Nabert| inland []
|articles/3159_Dein Telefon weiß, wie’s dir geht.txt| https://jungle.world/artikel/2018/04/dein-telefon-weiss-wies-dir-geht 2018-01-25 |Enno Park| seite-16 []
|articles/3160_»Der Reichtum wurde weiter konzentriert«.txt| https://jungle.world/artikel/2018/04/der-reichtum-wurde-weiter-konzentriert 2018-01-25 |Anton Landgraf| interview []
|articles/3161_Der Pakt macht Probleme.txt| https://jungle.world/artikel/2018/04/der-pakt-macht-probleme 2018-01-25 |Nis Melbye| ausland []
|articles/3162_Wie ein Kuli mit Brennstab.txt| https://jungle.world/artikel/2017/12/wie-ein-kuli-mit-brennstab 2017-03-23 |Elke Wittich| dschungel []
|articles/3163_»Bei Bitcoin geht es weniger um Technologie als um Psychologie«.txt| https://jungle.world/artikel/2018/04/bei-bitcoin-geht-es-weniger-um-technologie-als-um-psychologie 2018-01-25 |Malte Voß| thema []
|articles/3164_Beklemmende Signale.txt| https://jungle.world/artikel/2017/12/beklemmende-signale 2017-03-23 |Tobias Müller| ausland []
|articles/3165_»Der Schrecken der Sklaverei setzt sich bis heute fort«.txt| https://jungle.world/artikel/2017/12/der-schrecken-der-sklaverei-setzt-sich-bis-heute-fort 2017-03-23 |Marcus Latton| dschungel []
|articles/3166_Shopping immer,  rückwärts nimmer.txt| https://jungle.world/artikel/2018/04/shopping-immer-rueckwaerts-nimmer 2018-01-25 |Hans-Georg Schaefer| dschungel []
|articles/3167_Mit großem Knall zurück zum Kampf.txt| https://jungle.world/artikel/2018/04/mit-grossem-knall-zurueck-zum-kampf 2018-01-25 |David Graaff| ausland []
|articles/3168_Gelände für kollektive Experimente.txt| https://jungle.world/artikel/2018/04/gelaende-fuer-kollektive-experimente 2018-01-25 |Bernhard Schmid| ausland []
|articles/3169_Die Normalisierung des Ausnahmezustands.txt| https://jungle.world/artikel/2018/04/die-normalisierung-des-ausnahmezustands 2018-01-28 |René Thannhäuser| ausland []
|articles/3170_Der Teufel trägt Rot.txt| https://jungle.world/artikel/2017/12/der-teufel-traegt-rot 2017-03-23 |Peter Korig| dschungel []
|articles/3171_Shitstorm wegen Zuckerkugeln.txt| https://jungle.world/artikel/2017/12/shitstorm-wegen-zuckerkugeln 2017-03-23 |Guido Sprügel| inland []
|articles/3172_Beliebter grüner Fleck.txt| https://jungle.world/artikel/2018/04/beliebter-gruener-fleck 2018-01-25 |Linda Schnepel| reportage []
|articles/3173_Auf Holz klopfen.txt| https://jungle.world/artikel/2017/12/auf-holz-klopfen 2017-03-23 |Ferdinand Muggenthaler| seite-16 []
|articles/3174_Ab in den Wohnsarg.txt| https://jungle.world/artikel/2017/12/ab-den-wohnsarg 2017-03-23 |Jakob Hayner| dschungel []
|articles/3175_Dein Telefon weiß, wie’s dir geht.txt| https://jungle.world/artikel/2018/04/dein-telefon-weiss-wies-dir-geht 2018-01-25 |Enno Park| seite-16 []
|articles/3176_»Der Reichtum wurde weiter konzentriert«.txt| https://jungle.world/artikel/2018/04/der-reichtum-wurde-weiter-konzentriert 2018-01-25 |Anton Landgraf| interview []
|articles/3177_Der Pakt macht Probleme.txt| https://jungle.world/artikel/2018/04/der-pakt-macht-probleme 2018-01-25 |Nis Melbye| ausland []
|articles/3178_Handeln mit den Kommunisten.txt| https://jungle.world/artikel/2017/12/handeln-mit-den-kommunisten 2017-03-23 |Christopher Wimmer| ausland []
|articles/3179_»Bei Bitcoin geht es weniger um Technologie als um Psychologie«.txt| https://jungle.world/artikel/2018/04/bei-bitcoin-geht-es-weniger-um-technologie-als-um-psychologie 2018-01-25 |Malte Voß| thema []
|articles/3180_Schwacher Puls.txt| https://jungle.world/artikel/2017/12/schwacher-puls 2017-03-23 |Marcel Richters| thema []
|articles/3181_Neue Hoffnung im Dschungel.txt| https://jungle.world/artikel/2017/12/neue-hoffnung-im-dschungel 2017-03-23 |David Graaff| reportage []
|articles/3182_Neues Volk mit alten Feinden.txt| https://jungle.world/artikel/2017/12/neues-volk-mit-alten-feinden 2017-03-23 |Felix Breuning| dschungel []
|articles/3183_»Alles sollte wieder politischer werden«.txt| https://jungle.world/artikel/2017/12/alles-sollte-wieder-politischer-werden 2017-03-23 |Federica Matteoni| thema []
|articles/3184_Shopping immer,  rückwärts nimmer.txt| https://jungle.world/artikel/2018/04/shopping-immer-rueckwaerts-nimmer 2018-01-25 |Hans-Georg Schaefer| dschungel []
|articles/3185_Hügel des Todes.txt| https://jungle.world/artikel/2017/12/huegel-des-todes 2017-03-23 |Kathrin Zeiske| ausland []
|articles/3186_Wählen, wählen, wählen.txt| https://jungle.world/artikel/2017/12/waehlen-waehlen-waehlen 2017-03-23 |Michael Hein| ausland []
|articles/3187_Mit großem Knall zurück zum Kampf.txt| https://jungle.world/artikel/2018/04/mit-grossem-knall-zurueck-zum-kampf 2018-01-25 |David Graaff| ausland []
|articles/3188_Gelände für kollektive Experimente.txt| https://jungle.world/artikel/2018/04/gelaende-fuer-kollektive-experimente 2018-01-25 |Bernhard Schmid| ausland []
|articles/3189_Die Normalisierung des Ausnahmezustands.txt| https://jungle.world/artikel/2018/04/die-normalisierung-des-ausnahmezustands 2018-01-28 |René Thannhäuser| ausland []
|articles/3190_Unbürokratisch totprügeln.txt| https://jungle.world/artikel/2017/12/unbuerokratisch-totpruegeln 2017-03-23 |Felix Knorr| inland []
|articles/3191_Beliebter grüner Fleck.txt| https://jungle.world/artikel/2018/04/beliebter-gruener-fleck 2018-01-25 |Linda Schnepel| reportage []
|articles/3192_Inländischer Kiez gegen ausländisches Kapital.txt| https://jungle.world/artikel/2017/12/inlaendischer-kiez-gegen-auslaendisches-kapital 2017-03-23 |Peter Nowak| inland []
|articles/3193_Dein Telefon weiß, wie’s dir geht.txt| https://jungle.world/artikel/2018/04/dein-telefon-weiss-wies-dir-geht 2018-01-25 |Enno Park| seite-16 []
|articles/3194_»Der Reichtum wurde weiter konzentriert«.txt| https://jungle.world/artikel/2018/04/der-reichtum-wurde-weiter-konzentriert 2018-01-25 |Anton Landgraf| interview []
|articles/3195_Der Pakt macht Probleme.txt| https://jungle.world/artikel/2018/04/der-pakt-macht-probleme 2018-01-25 |Nis Melbye| ausland []
|articles/3196_Rocky gegen Kasparow.txt| https://jungle.world/artikel/2017/12/rocky-gegen-kasparow 2017-03-22 |Felix Henne| sport []
|articles/3197_»Bei Bitcoin geht es weniger um Technologie als um Psychologie«.txt| https://jungle.world/artikel/2018/04/bei-bitcoin-geht-es-weniger-um-technologie-als-um-psychologie 2018-01-25 |Malte Voß| thema []
|articles/3198_Esst doch Pommes, ihr Opfer.txt| https://jungle.world/artikel/2017/12/esst-doch-pommes-ihr-opfer 2017-03-22 |Leo Fischer| dschungel []
|articles/3199_»Wir haben uns über die sozialen Medien ermächtigt«.txt| https://jungle.world/artikel/2017/12/wir-haben-uns-ueber-die-sozialen-medien-ermaechtigt 2017-03-23 |Mirjana Mitrović, Jan-Holger Hennies| interview []
|articles/3200_Rechtskonform diskriminieren.txt| https://jungle.world/artikel/2017/12/rechtskonform-diskriminieren 2017-03-23 |Emanuel Bergmann| ausland []
|articles/3201_Shopping immer,  rückwärts nimmer.txt| https://jungle.world/artikel/2018/04/shopping-immer-rueckwaerts-nimmer 2018-01-25 |Hans-Georg Schaefer| dschungel []
|articles/3202_Alles wird anders.txt| https://jungle.world/artikel/2017/12/alles-wird-anders 2017-03-23 |Anton Landgraf| thema []
|articles/3203_Kilometerweit kein Raum.txt| https://jungle.world/artikel/2017/12/kilometerweit-kein-raum 2017-03-23 |René Loch| antifa []
|articles/3204_Mit großem Knall zurück zum Kampf.txt| https://jungle.world/artikel/2018/04/mit-grossem-knall-zurueck-zum-kampf 2018-01-25 |David Graaff| ausland []
|articles/3205_Gelände für kollektive Experimente.txt| https://jungle.world/artikel/2018/04/gelaende-fuer-kollektive-experimente 2018-01-25 |Bernhard Schmid| ausland []
|articles/3206_Die Normalisierung des Ausnahmezustands.txt| https://jungle.world/artikel/2018/04/die-normalisierung-des-ausnahmezustands 2018-01-28 |René Thannhäuser| ausland []
|articles/3207_Carl Schmitt gegen Yücel.txt| https://jungle.world/artikel/2017/12/carl-schmitt-gegen-yuecel 2017-03-23 |Volker Weiß| inland []
|articles/3208_Beliebter grüner Fleck.txt| https://jungle.world/artikel/2018/04/beliebter-gruener-fleck 2018-01-25 |Linda Schnepel| reportage []
|articles/3209_Hundertprozent beliebig.txt| https://jungle.world/artikel/2017/12/hundertprozent-beliebig 2017-03-23 |Stefan Laurin| inland []
|articles/3210_Dein Telefon weiß, wie’s dir geht.txt| https://jungle.world/artikel/2018/04/dein-telefon-weiss-wies-dir-geht 2018-01-25 |Enno Park| seite-16 []
|articles/3211_»Der Reichtum wurde weiter konzentriert«.txt| https://jungle.world/artikel/2018/04/der-reichtum-wurde-weiter-konzentriert 2018-01-25 |Anton Landgraf| interview []
|articles/3212_Der Pakt macht Probleme.txt| https://jungle.world/artikel/2018/04/der-pakt-macht-probleme 2018-01-25 |Nis Melbye| ausland []
|articles/3213_»Bei Bitcoin geht es weniger um Technologie als um Psychologie«.txt| https://jungle.world/artikel/2018/04/bei-bitcoin-geht-es-weniger-um-technologie-als-um-psychologie 2018-01-25 |Malte Voß| thema []
|articles/3214_Auf der Suche nach der verlorenen Zukunft.txt| https://jungle.world/artikel/2017/11/auf-der-suche-nach-der-verlorenen-zukunft 2017-03-16 |Christian Werthschulte| dschungel []
|articles/3215_»Die ›proletarische Protestmännlichkeit‹  ist kaum noch gefragt«.txt| https://jungle.world/artikel/2017/11/die-proletarische-protestmaennlichkeit-ist-kaum-noch-gefragt 2017-03-16 |Sebastian Dörfler| interview []
|articles/3216_»Nimm das Geld aus dem Spiel«.txt| https://jungle.world/artikel/2017/11/nimm-das-geld-aus-dem-spiel 2017-03-16 |Jessica Zeller| dschungel []
|articles/3217_Ein endloses Verfahren.txt| https://jungle.world/artikel/2017/11/ein-endloses-verfahren 2017-03-16 |Enno Park| seite-16 []
|articles/3218_Shopping immer,  rückwärts nimmer.txt| https://jungle.world/artikel/2018/04/shopping-immer-rueckwaerts-nimmer 2018-01-25 |Hans-Georg Schaefer| dschungel []
|articles/3219_Marine Le Pens »multipolare Welt«.txt| https://jungle.world/artikel/2017/12/marine-le-pens-multipolare-welt 2017-03-22 |Bernhard Schmid| ausland []
|articles/3220_Mit großem Knall zurück zum Kampf.txt| https://jungle.world/artikel/2018/04/mit-grossem-knall-zurueck-zum-kampf 2018-01-25 |David Graaff| ausland []
|articles/3221_Gelände für kollektive Experimente.txt| https://jungle.world/artikel/2018/04/gelaende-fuer-kollektive-experimente 2018-01-25 |Bernhard Schmid| ausland []
|articles/3222_Die Normalisierung des Ausnahmezustands.txt| https://jungle.world/artikel/2018/04/die-normalisierung-des-ausnahmezustands 2018-01-28 |René Thannhäuser| ausland []
|articles/3223_Fahrt ins Ungewisse.txt| https://jungle.world/artikel/2017/11/fahrt-ins-ungewisse 2017-03-16 |Jan Stich| ausland []
|articles/3224_Bereit zum Streik.txt| https://jungle.world/artikel/2017/11/bereit-zum-streik 2017-03-16 |Christian Rollmann| ausland []
|articles/3225_Beliebter grüner Fleck.txt| https://jungle.world/artikel/2018/04/beliebter-gruener-fleck 2018-01-25 |Linda Schnepel| reportage []
