data/compact1.txt https://www.compact-online.de/wow-chinesische-soldatinnen-die-schaerfste-waffe-gegen-uncle-sam/ 2018-01-25 |['Jürgen Elsässer'] | Internationale Politik |radically right| None
data/compact2366.txt https://www.compact-online.de/daenemark-schickt-militaer-an-die-grenze-nach-deutschland/ 2016-05-03 |['Stefan Lüdemann'] | Internationale Politik |radically right| None
data/compact2367.txt https://www.compact-online.de/kirchen-in-deutschland-auf-welchem-auge-blind/ 2016-05-03 |['Willy Wimmer'] | Highlights |radically right| None
data/compact2368.txt https://www.compact-online.de/eu-kommission-will-zwangsumsiedlung-mit-geldstrafen-erzwingen/ 2016-05-03 |['Katja Wolters'] | Allgemein |radically right| None
data/compact2369.txt https://www.compact-online.de/afd-beschliesst-programm-gegen-islamisierung-und-eu-vorherrschaft/ 2016-05-02 |['Martin Müller-Mertens'] | Innenpolitik |radically right| None
data/compact2370.txt https://www.compact-online.de/compact-live-pressefreiheit-am-ende-video-mitschnitt/ 2016-05-02 |['COMPACT-TV'] | Highlights |radically right| None
data/compact2371.txt https://www.compact-online.de/afd-der-islam-gehoert-nicht-zu-deutschland/ 2016-05-02 |['COMPACT-Magazin'] | Highlights |radically right| None
data/compact2372.txt https://www.compact-online.de/reker-attentaeter-frank-s-ein-blick-in-seine-vergangenheit/ 2016-05-02 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact2373.txt https://www.compact-online.de/us-ttip-verhandlerin-spricht-klartext-los-europaeer-esst-chlorhuehnchen/ 2016-05-02 |['Kristin von Appen'] | Allgemein |radically right| None
data/compact2374.txt https://www.compact-online.de/das-wetter-als-waffe/ 2016-05-02 |['Max Z. Kowalsky'] | Internationale Politik |radically right| None
data/compact2375.txt https://www.compact-online.de/volker-kauder-will-staatliche-kontrolle-von-moscheen/ 2016-04-29 |['Tino Perlick'] | Innenpolitik |radically right| None
data/compact2376.txt https://www.compact-online.de/nato-neue-mieter-fuer-die-wolfsschanze/ 2016-04-29 |['Willy Wimmer'] | Highlights |radically right| None
data/compact2377.txt https://www.compact-online.de/eu-gendarmerie-probt-niederschlagung-von-aufstaenden-in-deutschland/ 2016-04-29 |['Esmiralda Sturm'] | Highlights |radically right| None
data/compact2378.txt https://www.compact-online.de/koalitionen-sind-derzeit-kein-thema-interview-mit-dr-joerg-meuthen/ 2016-04-29 |['COMPACT-Magazin'] | Highlights |radically right| None
data/compact2379.txt https://www.compact-online.de/syrisch-amerikanische-christen-beten-fuer-trumps-sieg/ 2016-04-28 |['Katja Wolters'] | Highlights |radically right| None
data/compact2380.txt https://www.compact-online.de/blitzkrieg-um-bnd-spitze-warum-schindler-gehen-musste/ 2016-04-28 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact2381.txt https://www.compact-online.de/zwei-voelker-wollen-frieden/ 2016-04-28 |['Marc Dassen'] | Highlights |radically right| None
data/compact2382.txt https://www.compact-online.de/heute-erscheint-compact-52016-am-kiosk-dazu-auszuege-aus-elsaessers-editorial/ 2016-04-28 |['Jürgen Elsässer'] | Highlights |radically right| None
data/compact2383.txt https://www.compact-online.de/nach-sexattacken-an-ihren-toechtern-mutter-fordert-gerechtigkeitsaufschrei/ 2016-04-27 |['Tino Perlick'] | Innenpolitik |radically right| None
data/compact2384.txt https://www.compact-online.de/donald-trump-in-landesweiter-umfrage-erstmals-bei-50-prozent/ 2016-04-27 |['Max Z. Kowalsky'] | Internationale Politik |radically right| None
data/compact2385.txt https://www.compact-online.de/boehmermann-tuerkei-fpoe-auf-den-kontext-kommt-es-an/ 2016-04-27 |['COMPACT-Magazin'] | Allgemein |radically right| None
data/compact2386.txt https://www.compact-online.de/was-ist-ein-gutmensch-kurze-definition/ 2016-04-26 |['COMPACT-Magazin'] | Innenpolitik |radically right| None
data/compact2387.txt https://www.compact-online.de/londoner-oekonomen-ttip-bringt-keine-vorteile/ 2016-04-26 |['Kristin von Appen'] | Highlights |radically right| None
data/compact2388.txt https://www.compact-online.de/tuerkei-parlamentspraesident-fordert-islamische-verfassung/ 2016-04-26 |['Katja Wolters'] | Highlights |radically right| None
data/compact2389.txt https://www.compact-online.de/zeitenwende-in-oesterreich/ 2016-04-25 |['Tino Perlick'] | Highlights |radically right| None
data/compact2390.txt https://www.compact-online.de/ifo-praesident-h-w-sinn-mehr-arbeiten-weniger-lohn-zur-finanzierung-von-merkels-fluechtlingspolitik/ 2016-04-25 |['Valentina Schacht'] | Highlights |radically right| None
data/compact2391.txt https://www.compact-online.de/die-top-ten-der-medienluegen/ 2016-04-25 |['Marc Dassen'] | Innenpolitik |radically right| None
data/compact2392.txt https://www.compact-online.de/ramelow-live-zur-antifa-es-kotzt-mich-an-wie-arrogant-ihr-seid/ 2016-04-25 |['Esmiralda Sturm'] | Highlights |radically right| None
data/compact2393.txt https://www.compact-online.de/wien-watschen-fuer-schwarz-rote-meinungsmacher/ 2016-04-25 |['Stefan Lüdemann'] | Internationale Politik |radically right| None
data/compact2394.txt https://www.compact-online.de/eure-wohnstatt-soll-zerbrechen/ 2016-04-24 |['Arne Fischer'] | Aktuell |radically right| None
data/compact2395.txt https://www.compact-online.de/der-geheimdienst-ihrer-majestaet/ 2016-04-24 |['Jürgen Elsässer'] | Kultur |radically right| None
data/compact2396.txt https://www.compact-online.de/jeden-tag-folter/ 2016-04-24 |['Federico Bischoff'] | Internationale Politik |radically right| None
data/compact2397.txt https://www.compact-online.de/erdogan-fordert-zensur-fuer-dresdner-sinfonie-eu-unterwirft-sich/ 2016-04-24 |['Karel Meissner'] | Highlights |radically right| None
data/compact2398.txt https://www.compact-online.de/riesige-anti-ttip-demo-in-hannover-konformistenpresse-startet-propagandafeldzug/ 2016-04-23 |['Karel Meissner'] | Highlights |radically right| None
data/compact2399.txt https://www.compact-online.de/grausame-hartz-iv-reform-alleinerziehenden-muetter-das-geld-kuerzen/ 2016-04-23 |['Esmiralda Sturm'] | Highlights |radically right| None
data/compact2400.txt https://www.compact-online.de/ueber-den-nsu-wurden-ungeloeste-kriminalfaelle-entsorgt-interview-mit-fatalist/ 2016-04-23 |['COMPACT-Magazin'] | Innenpolitik |radically right| None
data/compact2401.txt https://www.compact-online.de/obama-bei-queen-besuch-bitte-keinen-brexit/ 2016-04-22 |['Esmiralda Sturm'] | Internationale Politik |radically right| None
data/compact2402.txt https://www.compact-online.de/us-freihandelspakt-verwuestet-kolumbien/ 2016-04-22 |['Kristin von Appen'] | Highlights |radically right| None
data/compact2403.txt https://www.compact-online.de/putin-und-die-deutsche-perestroika/ 2016-04-22 |['Martin Müller-Mertens'] | Internationale Politik |radically right| None
data/compact2404.txt https://www.compact-online.de/us-justizministerium-prueft-strafrechtliche-verfolgung-von-klimaleugnern/ 2016-04-21 |['Max Z. Kowalsky'] | Highlights |radically right| None
data/compact2405.txt https://www.compact-online.de/sparkasse-bereitet-sich-auf-kollaps-des-euro-vor/ 2016-04-21 |['Martin Müller-Mertens'] | Allgemein |radically right| None
data/compact2406.txt https://www.compact-online.de/die-krim-wurde-nicht-annektiert/ 2016-04-21 |['Gast Autor'] | Internationale Politik |radically right| None
data/compact2407.txt https://www.compact-online.de/gruene-demokratieverstaendnis-nach-interessenlage/ 2016-04-21 |['Gert Meyer-Schulze'] | Allgemein |radically right| None
data/compact2408.txt https://www.compact-online.de/ttip-frankreich-droht-mit-blockade-von-handelsgespraechen/ 2016-04-20 |['Katja Wolters'] | Highlights |radically right| None
data/compact2409.txt https://www.compact-online.de/die-wettermacher/ 2016-04-20 |['Marc Dassen'] | Internationale Politik |radically right| None
data/compact2410.txt https://www.compact-online.de/deutschland-2016-20-mehr-maenner-als-frauen-zwischen-18-und-35/ 2016-04-20 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact2411.txt https://www.compact-online.de/neues-sarrazin-buch-merkel-schafft-sich-ab/ 2016-04-20 |['Esmiralda Sturm'] | Highlights |radically right| None
data/compact2412.txt https://www.compact-online.de/einheitsfront-wie-berufsrevolutionaere-chinas-weg-in-die-dystopie-ebneten/ 2016-04-19 |['Arne Fischer'] | Internationale Politik |radically right| None
data/compact2413.txt https://www.compact-online.de/ifo-studie-grenzkontrollen-verursachen-nur-bruchteil-der-kosten-des-asylchaos/ 2016-04-19 |['Max Z. Kowalsky'] | Innenpolitik |radically right| None
data/compact2414.txt https://www.compact-online.de/ard-korrespondent-in-istanbul-festgesetzt/ 2016-04-19 |['Tino Perlick'] | Highlights |radically right| None
data/compact2415.txt https://www.compact-online.de/cdu-politiker-majestaetsbeleidigung-lieber-doch-nicht-abschaffen/ 2016-04-19 |['Karel Meissner'] | Highlights |radically right| None
data/compact2416.txt https://www.compact-online.de/die-afd-und-der-islam-eine-partei-im-abseits/ 2016-04-19 |['COMPACT-Magazin'] | Highlights |radically right| None
data/compact2417.txt https://www.compact-online.de/paris-brutale-strassenschlacht-zwischen-migranten-medien-schweigen/ 2016-04-18 |['Katja Wolters'] | Highlights |radically right| None
data/compact2418.txt https://www.compact-online.de/menzel-mundlos-mord/ 2016-04-18 |['Jürgen Elsässer'] | Innenpolitik |radically right| None
data/compact2419.txt https://www.compact-online.de/mehr-demokratie-nein-danke/ 2016-04-18 |['Marc Dassen'] | Allgemein |radically right| None
data/compact2420.txt https://www.compact-online.de/super-russische-nachrichten-setzen-boehmermann-affaere-mit-compact-in-szene/ 2016-04-18 |['Tino Perlick'] | Allgemein |radically right| None
data/compact2421.txt https://www.compact-online.de/sloterdijk-grober-erdogan-schon-europa/ 2016-04-18 |['Federico Bischoff'] | Innenpolitik |radically right| None
data/compact2422.txt https://www.compact-online.de/emir-kusturica-cannes-boykottiert-mich-wegen-putin/ 2016-04-17 |['Paula Varga'] | Highlights |radically right| None
data/compact2423.txt https://www.compact-online.de/vorsicht-falle-wo-tegel-draufsteht-ist-fdp-drin/ 2016-04-17 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact2424.txt https://www.compact-online.de/911-untersuchung-saudis-drohen-mit-verkauf-von-us-anleihen/ 2016-04-17 |['Tino Perlick'] | Highlights |radically right| None
data/compact2425.txt https://www.compact-online.de/londons-buergermeister-zu-usa-belehrt-uns-nicht-ueber-souveraenitaet/ 2016-04-17 |['Esmiralda Sturm'] | Highlights |radically right| None
data/compact2426.txt https://www.compact-online.de/budapest-haelt-die-stellung/ 2016-04-17 |['Gast Autor'] | Allgemein |radically right| None
data/compact2427.txt https://www.compact-online.de/eine-armlaenge-vorbei/ 2016-04-17 |['Gast Autor'] | Internationale Politik |radically right| None
data/compact2428.txt https://www.compact-online.de/amok-a-la-warschau/ 2016-04-16 |['Willy Wimmer'] | Highlights |radically right| None
data/compact2429.txt https://www.compact-online.de/erdogans-tv-jubelt-merkel-setzt-sich-durch/ 2016-04-16 |['Kristin von Appen'] | Highlights |radically right| None
data/compact2430.txt https://www.compact-online.de/compact-live-magdeburg-19-mai-zensur-in-der-brd/ 2016-04-16,COMPACT,COMPACT-Veranstaltungen
data/compact2431.txt https://www.compact-online.de/britischer-menschenrechtler-muslime-werden-sich-nicht-anpassen/ 2016-04-16 |['Max Z. Kowalsky'] | Internationale Politik |radically right| None
data/compact2432.txt https://www.compact-online.de/rothfront-marschiert-ueber-die-antideutschen/ 2016-04-15 |['Jürgen Elsässer'] | Allgemein |radically right| None
data/compact2433.txt https://www.compact-online.de/majestaetsbeleidigung-merkel-opfert-buerger-fuer-tyrannen-pakt/ 2016-04-15 |['Paula Varga'] | Highlights |radically right| None
data/compact2434.txt https://www.compact-online.de/eklat-bei-pressetermin-maulkorb-fuer-kritischen-reporter/ 2016-04-15 |['Katja Wolters'] | Highlights |radically right| None
data/compact2435.txt https://www.compact-online.de/verfassungsschutz-nennt-einzelheiten-zu-spitzelsoftware/ 2016-04-15 |['Martin Müller-Mertens'] | Innenpolitik |radically right| None
data/compact2436.txt https://www.compact-online.de/pure-magie-kloppo-wirft-dortmund-aus-der-champions-league/ 2016-04-15 |['Gast Autor'] | Highlights |radically right| None
data/compact2437.txt https://www.compact-online.de/clooney-treibt-spenden-fuer-kriegskandidatin-clinton-ein/ 2016-04-14 |['Max Z. Kowalsky'] | Kultur |radically right| None
data/compact2438.txt https://www.compact-online.de/911-und-die-saudis-weisses-haus-prueft-veroeffentlichung-zensierter-seiten-des-kommissionsberichts/ 2016-04-14 |['Tino Perlick'] | Highlights |radically right| None
data/compact2439.txt https://www.compact-online.de/usa-rebellen-gegen-syrien-und-russland-bewaffnen/ 2016-04-14 |['Esmiralda Sturm'] | Highlights |radically right| None
data/compact2440.txt https://www.compact-online.de/crystal-beck-ermittlungen-eingestellt/ 2016-04-14 |['Katja Wolters'] | Innenpolitik |radically right| None
data/compact2441.txt https://www.compact-online.de/britische-mp-eurozone-ist-eine-tickende-zeitbombe-die-england-mitreissen-wird/ 2016-04-13 |['Tino Perlick'] | Highlights |radically right| None
data/compact2442.txt https://www.compact-online.de/bodo-ramelow-antifa-verwendet-nazi-methoden/ 2016-04-13 |['Esmiralda Sturm'] | Highlights |radically right| None
data/compact2443.txt https://www.compact-online.de/asylflut-hamburg-verbietet-buergerbegehren-gegen-massenunterkuenfte/ 2016-04-13 |['Martin Müller-Mertens'] | Allgemein |radically right| None
data/compact2444.txt https://www.compact-online.de/weg-mit-dem-dreck-glyphosat-neuzulassung-verschoben/ 2016-04-12 |['Karel Meissner'] | Highlights |radically right| None
data/compact2445.txt https://www.compact-online.de/spannungsrisse-boehmermann-und-die-deutschtuerken-als-unsere-verbuendeten/ 2016-04-12 |['Arne Fischer'] | Aktuell |radically right| None
data/compact2446.txt https://www.compact-online.de/der-gollum-vom-bosporus/ 2016-04-12 |['COMPACT-Magazin'] | Kultur |radically right| None
data/compact2447.txt https://www.compact-online.de/schlacht-um-aleppo-extremisten-bringen-10-000-kaempfer-in-stellung/ 2016-04-12 |['Max Z. Kowalsky'] | Highlights |radically right| None
data/compact2448.txt https://www.compact-online.de/fpoe-chef-strache-mit-moskau-zusammenarbeiten/ 2016-04-11 |['COMPACT-Magazin'] | Internationale Politik |radically right| None
data/compact2449.txt https://www.compact-online.de/71998-2/ 2016-04-11 |['Katja Wolters'] | Highlights |radically right| None
data/compact2450.txt https://www.compact-online.de/grammy-fuer-frei-wild-preis-der-anpassung/ 2016-04-11 |['V. Berger'] | Innenpolitik |radically right| None
data/compact2451.txt https://www.compact-online.de/landratswahl-afd-kandidat-auf-platz-3/ 2016-04-11 |['Harald Harzheim'] | Innenpolitik |radically right| None
data/compact2452.txt https://www.compact-online.de/das-spinnennetz/ 2016-04-10 |['Gast Autor'] | Internationale Politik |radically right| None
data/compact2453.txt https://www.compact-online.de/der-spiegel-gewinneinbruch-bis-zu-40-prozent/ 2016-04-10 |['Karel Meissner'] | Highlights |radically right| None
data/compact2454.txt https://www.compact-online.de/heiko-maas-weg-mit-der-sexy-werbung/ 2016-04-10 |['Esmiralda Sturm'] | Allgemein |radically right| None
data/compact2455.txt https://www.compact-online.de/sueueueuess-diese-asylanten-der-spiegel-setzt-auf-kindchenschema/ 2016-04-10 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact2456.txt https://www.compact-online.de/holland-nach-dem-referendum-offenbarungseid-der-eu-diktatur/ 2016-04-09 |['Marc Dassen'] | Highlights |radically right| None
data/compact2457.txt https://www.compact-online.de/vergewaltigt-und-verhoehnt/ 2016-04-09 |['Martin Müller-Mertens'] | Innenpolitik |radically right| None
data/compact2458.txt https://www.compact-online.de/frankensteins-killer-moskito/ 2016-04-09 |['Gast Autor'] | Internationale Politik |radically right| None
data/compact2459.txt https://www.compact-online.de/das-schweigekartell/ 2016-04-09 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact2460.txt https://www.compact-online.de/50-prozent-der-syrer-in-deutschland-wollen-obergrenze-fuer-fluechtlinge/ 2016-04-08 |['V. Berger'] | Innenpolitik |radically right| None
